Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2190000,4.1114397,0.1495333,195.0,0.3000000100582838,0.3000000100582838,1.0
2195000,3.953295,0.13318169,303.88235294117646,0.48235294924062844,0.48235294924062844,1.0
2200000,3.984097,0.1363736,294.11764705882354,0.5647058977800257,0.5647058977800257,1.0
2205000,3.9327376,0.17158855,444.45454545454544,0.8636363744735718,0.8636363744735718,1.0
2210000,4.0399737,0.16132683,233.0909090909091,0.28181818940422754,0.28181818940422754,1.0
2215000,3.9295394,0.1671983,302.3333333333333,0.553333347539107,0.553333347539107,1.0
2220000,4.014658,0.16095866,316.6875,0.5125000136904418,0.5125000136904418,1.0
2225000,3.9655023,0.14797229,332.3333333333333,0.6800000155965488,0.6800000155965488,1.0
2230000,4.018329,0.1423415,272.35,0.3736842160946445,0.3736842160946445,1.0
2235000,4.2019987,0.119194776,235.52380952380952,0.3000000085343014,0.3000000085343014,1.0
2240000,4.117843,0.12897423,265.625,0.43125001061707735,0.43125001061707735,1.0
2245000,3.978441,0.14532433,418.2307692307692,0.8923077101890857,0.8923077101890857,1.0
2250000,4.090758,0.13824278,312.3333333333333,0.5466666802763939,0.5466666802763939,1.0
2255000,4.1587267,0.13791949,284.22222222222223,0.42222223182519275,0.42222223182519275,1.0
2260000,3.9951658,0.13834926,385.0833333333333,0.608333345502615,0.608333345502615,1.0
2265000,4.119986,0.114488505,332.3529411764706,0.5529411882162094,0.5529411882162094,1.0
2270000,4.1484323,0.12784839,326.35714285714283,0.5142857251422746,0.5142857251422746,1.0
2275000,4.1694455,0.1378151,307.8235294117647,0.5823529564282474,0.5823529564282474,1.0
2280000,4.252325,0.12739602,278.8421052631579,0.40000000870541524,0.40000000870541524,1.0
2285000,4.1831846,0.12031264,289.1764705882353,0.4117647146477419,0.4117647146477419,1.0
2290000,4.1601405,0.12919043,389.25,0.6000000101824602,0.6000000101824602,1.0
2295000,4.030804,0.12641604,366.85714285714283,0.5857142965708461,0.5857142965708461,1.0
2300000,4.0880494,0.13076858,379.5833333333333,0.8166666825612386,0.8166666825612386,1.0
2305000,4.1702547,0.1347975,385.92857142857144,0.7357143019991261,0.7357143019991261,1.0
2310000,4.056558,0.1525211,369.2142857142857,0.7214285848396165,0.7214285848396165,1.0
2315000,4.1588187,0.14387456,250.73684210526315,0.3210526387158193,0.3210526387158193,1.0
2320000,4.1466756,0.12991944,309.4375,0.5000000116415322,0.5000000116415322,1.0
2325000,4.024845,0.14978825,487.3,1.0800000160932541,1.0800000160932541,1.0
2330000,4.0132275,0.16723749,371.25,0.7250000157703956,0.7250000157703956,1.0
2335000,4.1730733,0.14801665,266.4761904761905,0.4476190585465658,0.4476190585465658,1.0
2340000,4.100628,0.15006295,381.0,0.7538461667987016,0.7538461667987016,1.0
2345000,4.145449,0.15089074,382.35714285714283,0.8571428720440183,0.8571428720440183,1.0
2350000,4.189886,0.16191952,359.2307692307692,0.6538461664548287,0.6538461664548287,1.0
2355000,4.0807605,0.1768687,424.0,0.7900000154972077,0.7900000154972077,1.0
2360000,4.3090944,0.14493752,278.3809523809524,0.495238106520403,0.495238106520403,1.0
2365000,4.180713,0.175906,374.0,0.8692307861951681,0.8692307861951681,1.0
2370000,4.1597843,0.18388747,383.75,0.7153846323490143,0.7153846323490143,1.0
2375000,4.2236776,0.14832701,343.4166666666667,0.5333333425223827,0.5333333425223827,1.0
2380000,4.26015,0.17322595,500.4166666666667,1.1083333579202492,1.1083333579202492,1.0
2385000,4.215698,0.18732667,558.2222222222222,1.2888889114061992,1.2888889114061992,1.0
2390000,4.259093,0.14778301,263.05263157894734,0.44736843360097783,0.44736843360097783,1.0
2395000,4.121555,0.17419413,352.0,0.8363636603409593,0.8363636603409593,1.0
2400000,4.133981,0.18982881,522.5833333333334,1.1750000212341547,1.1750000212341547,1.0
2405000,4.104,0.1717555,415.7,0.8600000202655792,0.8600000202655792,1.0
2410000,4.0990934,0.17752406,450.4166666666667,1.0000000235935051,1.0000000235935051,1.0
2415000,4.0662417,0.17364392,519.0,1.100000023841858,1.100000023841858,1.0
2420000,4.0965943,0.1904119,520.6,1.2600000239908695,1.2600000239908695,1.0
2425000,4.0258656,0.19812606,430.8181818181818,0.9818182066082954,0.9818182066082954,1.0
2430000,3.9712355,0.19050258,656.1428571428571,1.485714313174997,1.485714313174997,1.0
2435000,3.967207,0.18012589,357.35714285714283,0.657142872256892,0.657142872256892,1.0
2440000,4.03824,0.18020487,332.3076923076923,0.6538461710398014,0.6538461710398014,1.0
2445000,4.0426707,0.17640994,341.26666666666665,0.6200000112255414,0.6200000112255414,1.0
2450000,4.146002,0.15796071,307.3,0.5300000101327896,0.5300000101327896,1.0
2455000,4.048527,0.17060891,474.0,1.0800000183284282,1.0800000183284282,1.0
2460000,4.0315614,0.16868486,255.88235294117646,0.4705882488804705,0.4705882488804705,1.0
2465000,4.082073,0.16555123,360.1333333333333,0.7533333505193393,0.7533333505193393,1.0
2470000,4.031114,0.18769735,337.46153846153845,0.600000011233183,0.600000011233183,1.0
2475000,4.0592146,0.18012829,416.85714285714283,0.921428589948586,0.921428589948586,1.0
2480000,3.9140134,0.19350743,400.3333333333333,0.8000000193715096,0.8000000193715096,1.0
2485000,3.9254684,0.20598716,356.6923076923077,0.7000000150157855,0.7000000150157855,1.0
2490000,3.9266934,0.20356525,499.0,1.2700000181794167,1.2700000181794167,1.0
2495000,3.9013083,0.17650953,306.8,0.4933333441615105,0.4933333441615105,1.0
2500000,3.9422257,0.1734852,380.25,0.8437500204890966,0.8437500204890966,1.0
2505000,3.881629,0.18528669,458.1818181818182,1.2200000233948232,1.2200000233948232,1.0
2510000,3.891897,0.16069394,297.57142857142856,0.3625000063329935,0.3625000063329935,1.0
2515000,3.9582684,0.18536556,623.1111111111111,1.2888889105783568,1.2888889105783568,1.0
2520000,3.923274,0.20642743,467.3,1.100000024586916,1.100000024586916,1.0
2525000,4.0126996,0.18787603,482.4,0.9300000183284283,0.9300000183284283,1.0
